Year_Built,Propnum,Address,Long,Lat
1986,2022773,"4 May Court, MITCHELL PARK  VIC  3355",143.8107687,-37.52349839
1986,2022827,"3 McDonald Drive, MITCHELL PARK  VIC  3355",143.8101843,-37.52396599
1986,2022947,"15 Meadow Court, DELACOMBE  VIC  3356",143.8085472,-37.58746815
1986,2022315,"21 Marie Crescent, WENDOUREE  VIC  3355",143.8374988,-37.52727438
1986,2022587,"13 Martin Drive, DELACOMBE  VIC  3356",143.8251321,-37.57642111
1986,2022600,"20 Martin Drive, DELACOMBE  VIC  3356",143.8245923,-37.57555898
1986,2022614,"42 Fay Drive, SMYTHES CREEK  VIC  3351",143.7884329,-37.58621401
1986,2022624,"69 Masada Boulevard, SMYTHES CREEK  VIC  3351",143.7850425,-37.58409097
1986,2022630,"66 Masada Boulevard, SMYTHES CREEK  VIC  3351",143.7866645,-37.58489775
1986,2021978,"34A Mair Street East, BALLARAT CENTRAL  VIC  3350",143.863318,-37.56074564
1986,2022131,"21 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8663064,-37.59556833
1986,2022138,"103 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8664187,-37.5973152
1986,2022155,"125 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8666142,-37.59983687
1986,2022165,"140 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8661633,-37.60006431
1986,2022182,"112 Mansfield Avenue, MOUNT CLEAR  VIC  3350",143.8657938,-37.59742978
1986,2021451,"18 Maddern Street, BLACK HILL  VIC  3350",143.8730312,-37.54736688
1986,2021452,"16 Maddern Street, BLACK HILL  VIC  3350",143.8717341,-37.54715009
1986,2021453,"14 Maddern Street, BLACK HILL  VIC  3350",143.871384,-37.5471493
1986,2021722,"106 Main Road, BAKERY HILL  VIC  3350",143.8670524,-37.56500715
1986,2021976,"36 Mair Street East, BALLARAT CENTRAL  VIC  3350",143.863318,-37.56074564
1986,2021977,"34 Mair Street East, BALLARAT CENTRAL  VIC  3350",143.863318,-37.56074564
1986,2020326,"428 Long Street, CANADIAN  VIC  3350",143.8953425,-37.5772412
1986,2020332,"1B Longley Street, ALFREDTON  VIC  3350",143.8176372,-37.55583084
1986,2020450,"228 Lonsdale Street, REDAN  VIC  3350",143.8291947,-37.5743497
1986,2020502,"3 Loris Court, DELACOMBE  VIC  3356",143.8132407,-37.58744913
1986,2021421,"35 McBains Lane, DURHAM LEAD  VIC  3352",143.8924256,-37.68992442
1986,2021432,"74 Macs Road, BUNINYONG  VIC  3357",143.8669197,-37.65199488
1986,2019574,"19 Leonards Road East, WARRENHEIP  VIC  3352",143.918289,-37.57653336
1986,2020087,"112 Little Bridge Street, BAKERY HILL  VIC  3350",143.8645425,-37.56335403
1986,2020088,"110 Little Bridge Street, BAKERY HILL  VIC  3350",143.864435,-37.56340824
1986,2020230,"17 Lockett Avenue, INVERMAY  VIC  3352",143.866261,-37.51754014
1986,2020270,"35 Lofven Street, NERRINA  VIC  3350",143.8851694,-37.54847105
1986,2020302,"120 Lofven Street, NERRINA  VIC  3350",143.8949492,-37.54146951
1986,2019309,"84 Learmonth Road, WENDOUREE  VIC  3355",143.8197615,-37.5350751
1986,2019347,"147-151 Learmonth Street, ALFREDTON  VIC  3350",143.8120949,-37.56660817
1986,2019517,"9/204 Leith Street, REDAN  VIC  3350",143.8415374,-37.57876197
1986,2019518,"8/204 Leith Street, REDAN  VIC  3350",143.8414766,-37.57888103
1986,2019519,"7/204 Leith Street, REDAN  VIC  3350",143.8414179,-37.57898427
1986,2019520,"6/204 Leith Street, REDAN  VIC  3350",143.8413482,-37.57911541
1986,2019014,"14 Lawrence Street, SEBASTOPOL  VIC  3356",143.8362094,-37.6087379
1986,2019015,"12 Lawrence Street, SEBASTOPOL  VIC  3356",143.8360554,-37.60881555
1986,2019091,"207 Learmonth Street, BUNINYONG  VIC  3357",143.887722,-37.65159889
1986,2019142,"514 Learmonth Street, BUNINYONG  VIC  3357",143.8797623,-37.64883906
1986,2019211,"453 Learmonth Road, MITCHELL PARK  VIC  3355",143.8032944,-37.51311955
1986,2019302,"2/96 Learmonth Road, WENDOUREE  VIC  3355",143.818678,-37.53388566
1986,2018459,"5 Langham Road, WENDOUREE  VIC  3355",143.8303085,-37.52017867
1986,2018498,"31 Langstaffe Drive, WENDOUREE  VIC  3355",143.8302352,-37.52100407
1986,2018516,"64 Langstaffe Drive, WENDOUREE  VIC  3355",143.8267256,-37.52079913
1986,2018517,"62 Langstaffe Drive, WENDOUREE  VIC  3355",143.8268251,-37.52063215
1986,2018811,"6/110 La Trobe Street, REDAN  VIC  3350",143.8442608,-37.57261465
1986,2018812,"5/110 La Trobe Street, REDAN  VIC  3350",143.8442608,-37.57261465
1986,2018028,"2/10 Lake Street, LAKE WENDOUREE  VIC  3350",143.8464033,-37.55079806
1986,2018029,"1/10 Lake Street, LAKE WENDOUREE  VIC  3350",143.8464033,-37.55079806
1986,2030675,"14 Stringybark Drive, BROWN HILL  VIC  3350",143.9211361,-37.53996792
1986,2018104,"2 Lake Street, WENDOUREE  VIC  3355",143.8269395,-37.53907868
1986,2018113,"12 Lake View Court, BALLARAT NORTH  VIC  3350",143.8762999,-37.54071189
1986,2018188,"25/316 Lal Lal Street, CANADIAN  VIC  3350",143.8767537,-37.58206294
1986,2017645,"5 King Drive, SEBASTOPOL  VIC  3356",143.8358149,-37.60780805
1986,2017739,"13 Kinnane Court, BALLARAT NORTH  VIC  3350",143.8631931,-37.53799498
1986,2017741,"17 Kinnane Court, BALLARAT NORTH  VIC  3350",143.8641795,-37.53772923
1986,2017769,"302 Kinnersley Avenue, CANADIAN  VIC  3350",143.8700703,-37.58691629
1986,2017796,"213 Kline Street, BALLARAT EAST  VIC  3350",143.8865905,-37.56673228
1986,2017808,"237 Kline Street, BALLARAT EAST  VIC  3350",143.8858056,-37.56923454
1986,2030009,"310 Somerville Street, BUNINYONG  VIC  3357",143.8825054,-37.65816112
1986,2030011,"306 Somerville Street, BUNINYONG  VIC  3357",143.8829073,-37.65820962
1986,2030012,"304 Somerville Street, BUNINYONG  VIC  3357",143.8831092,-37.65823399
1986,2030371,"62 Springs Road, BROWN HILL  VIC  3350",143.9147967,-37.53997763
1986,2030386,"16 Springs Road, BROWN HILL  VIC  3350",143.9123718,-37.54735892
1986,2017413,"3 Kelly Street, MITCHELL PARK  VIC  3355",143.8020594,-37.51341661
1986,2029828,"24 Slatey Creek Road North, INVERMAY  VIC  3352",143.8642475,-37.51997644
1986,2029831,"70 Slatey Creek Road North, INVERMAY  VIC  3352",143.8648299,-37.51637979
1986,2029941,"54 Smythes Road, DELACOMBE  VIC  3356",143.8182805,-37.58814939
1986,2029942,"52 Smythes Road, DELACOMBE  VIC  3356",143.818501,-37.58811012
1986,2029944,"48 Smythes Road, DELACOMBE  VIC  3356",143.8191197,-37.58801268
1986,2029985,"507 Somerville Street, BUNINYONG  VIC  3357",143.8794574,-37.65861825
1986,2017154,"10 Jones Drive, SEBASTOPOL  VIC  3356",143.8351281,-37.60139187
1986,2017254,"432 Joseph Street, CANADIAN  VIC  3350",143.8754064,-37.58181176
1986,2017266,"416 Joseph Street, CANADIAN  VIC  3350",143.8759204,-37.58066774
1986,2017289,"240 Joseph Street, CANADIAN  VIC  3350",143.8776341,-37.57425759
1986,2017300,"110 Joseph Street, BALLARAT EAST  VIC  3350",143.8786451,-37.56977484
1986,2017391,"7 Kalty Court, SEBASTOPOL  VIC  3356",143.8459943,-37.59584095
1986,2016975,"4 Jasmine Drive, DELACOMBE  VIC  3356",143.814138,-37.58461658
1986,2016979,"5 Jean Court, MITCHELL PARK  VIC  3355",143.8101308,-37.52314984
1986,2017146,"5 Jones Drive, SEBASTOPOL  VIC  3356",143.8348261,-37.60235355
1986,2017148,"9 Jones Drive, SEBASTOPOL  VIC  3356",143.8342703,-37.60194467
1986,2017150,"13 Jones Drive, SEBASTOPOL  VIC  3356",143.8344045,-37.60161481
1986,2017152,"17 Jones Drive, SEBASTOPOL  VIC  3356",143.8345597,-37.60117459
1986,2016924,"7 Jasmine Drive, DELACOMBE  VIC  3356",143.8135923,-37.58424684
1986,2016927,"13 Jasmine Drive, DELACOMBE  VIC  3356",143.814271,-37.58310676
1986,2016928,"15 Jasmine Drive, DELACOMBE  VIC  3356",143.8142902,-37.58294553
1986,2016934,"27 Jasmine Drive, DELACOMBE  VIC  3356",143.812909,-37.58311704
1986,2016940,"39 Jasmine Drive, DELACOMBE  VIC  3356",143.8118156,-37.5841961
1986,2016968,"18 Jasmine Drive, DELACOMBE  VIC  3356",143.8151035,-37.58290919
1986,2016895,"3 Janet Court, DELACOMBE  VIC  3356",143.8149212,-37.58437746
1986,2016896,"5 Janet Court, DELACOMBE  VIC  3356",143.8147558,-37.58480188
1986,2016897,"6 Janet Court, DELACOMBE  VIC  3356",143.8144598,-37.58474672
1986,2016898,"4 Janet Court, DELACOMBE  VIC  3356",143.8148593,-37.58475946
1986,2016916,"20 Janson Road, BROWN HILL  VIC  3350",143.9176539,-37.54014394
1986,2016922,"3 Jasmine Drive, DELACOMBE  VIC  3356",143.8134962,-37.58455476
1986,2029463,"218 Simpson Street, BALLARAT NORTH  VIC  3350",143.8755923,-37.54029312
1986,2029478,"104 Simpson Street, BALLARAT NORTH  VIC  3350",143.8746321,-37.54265819
1986,2029516,"103 Simpson Street, BUNINYONG  VIC  3357",143.8895481,-37.65566047
1986,2029522,"203 Simpson Street, BUNINYONG  VIC  3357",143.8870099,-37.6551006
1986,2029787,"13 Slatey Creek Road, INVERMAY PARK  VIC  3350",143.8610568,-37.5274141
1986,2029797,"33 Slatey Creek Road, INVERMAY PARK  VIC  3350",143.8613673,-37.52579856
1986,2016616,"1208 Inglis Street, BUNINYONG  VIC  3357",143.8835848,-37.65837667
1986,2016623,"904 Inglis Street, BUNINYONG  VIC  3357",143.8847714,-37.65474529
1986,2029084,"18 Shasta Drive, DELACOMBE  VIC  3356",143.8103276,-37.58301031
1986,2029174,"4 Shepperd Street, BALLARAT CENTRAL  VIC  3350",143.863318,-37.56074564
1986,2029352,"5 Sidbury Avenue, WENDOUREE  VIC  3355",143.8363531,-37.52065528
1986,2029428,"207 Simpson Street, BALLARAT NORTH  VIC  3350",143.8746143,-37.54066411
1986,2028495,"62 Sago Hill Road, BUNKERS HILL  VIC  3352",143.7422001,-37.56727624
1986,2028496,"60 Sago Hill Road, BUNKERS HILL  VIC  3352",143.7424934,-37.56648611
1986,2028719,"503 Scott Street, BUNINYONG  VIC  3357",143.8801606,-37.65119217
1986,2028962,"13 Service Street, LAKE WENDOUREE  VIC  3350",143.8322614,-37.55739964
1986,2028963,"15 Service Street, LAKE WENDOUREE  VIC  3350",143.8321604,-37.55719236
1986,2016181,"293 Humffray Street North, BROWN HILL  VIC  3350",143.8830257,-37.55435874
1986,2015673,"2/1030 Howitt Street, WENDOUREE  VIC  3355",143.8367842,-37.54052747
1986,2015674,"3/1030 Howitt Street, WENDOUREE  VIC  3355",143.8367542,-37.54037753
1986,2015819,"9 Hume Crescent, ALFREDTON  VIC  3350",143.8041213,-37.55669704
1986,2015835,"26 Hume Crescent, ALFREDTON  VIC  3350",143.8037942,-37.55719041
1986,2028484,"44 Sago Hill Road, BUNKERS HILL  VIC  3352",143.7427916,-37.56570423
1986,2028494,"80 Sago Hill Road, BUNKERS HILL  VIC  3352",143.7419089,-37.56806438
1986,2015141,"1 Holly Court, DELACOMBE  VIC  3356",143.8138506,-37.5838685
1986,2015143,"5 Holly Court, DELACOMBE  VIC  3356",143.8133288,-37.58341693
1986,2015145,"8 Holly Court, DELACOMBE  VIC  3356",143.8141153,-37.58346076
1986,2015471,"1/909 Howitt Street, WENDOUREE  VIC  3355",143.8413833,-37.54190897
1986,2015472,"2-3/909 Howitt Street, WENDOUREE  VIC  3355",143.8413833,-37.54190897
1986,2015672,"1/1030 Howitt Street, WENDOUREE  VIC  3355",143.8367269,-37.54065067
1986,2028189,"509 Rubicon Street, SEBASTOPOL  VIC  3356",143.8317861,-37.58154572
1986,2028190,"511 Rubicon Street, SEBASTOPOL  VIC  3356",143.8316146,-37.58152563
1986,2028248,"5 Rumler Court, BALLARAT NORTH  VIC  3350",143.8725876,-37.53906664
1986,2028249,"11 Rumler Court, BALLARAT NORTH  VIC  3350",143.8721731,-37.5385364
1986,2028284,"419 Russell Street, NEWINGTON  VIC  3350",143.8332815,-37.56939018
1986,2028294,"309 Russell Street, BUNINYONG  VIC  3357",143.8869734,-37.64500334
1986,2027957,"1/11 Rowe Street, BALLARAT EAST  VIC  3350",143.8663389,-37.55837561
1986,2027958,"2/11 Rowe Street, BALLARAT EAST  VIC  3350",143.8663389,-37.55837561
1986,2028116,"7 Rozel Avenue, WENDOUREE  VIC  3355",143.8388811,-37.52189808
1986,2028117,"9 Rozel Avenue, WENDOUREE  VIC  3355",143.8387123,-37.52180636
1986,2028121,"17-19 Rozel Avenue, WENDOUREE  VIC  3355",143.8379069,-37.52130479
1986,2028188,"507 Rubicon Street, SEBASTOPOL  VIC  3356",143.8319562,-37.5815657
1986,2027796,"14 Rogers Court, BALLARAT EAST  VIC  3350",143.8772341,-37.57033359
1986,2027799,"8 Rogers Court, BALLARAT EAST  VIC  3350",143.877871,-37.5703854
1986,2027800,"6 Rogers Court, BALLARAT EAST  VIC  3350",143.8779581,-37.57009497
1986,2027906,"31 Rowan Parade, WENDOUREE  VIC  3355",143.8393108,-37.52227531
1986,2027907,"33 Rowan Parade, WENDOUREE  VIC  3355",143.8395332,-37.52230223
1986,2027938,"28 Rowan Parade, WENDOUREE  VIC  3355",143.8394806,-37.52295592
1986,2031874,"8 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8661741,-37.53614273
1986,2031875,"6 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8660652,-37.53628384
1986,2031876,"4 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8659165,-37.53643536
1986,2031877,"2 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8658206,-37.53663643
1986,2031932,"8 Tennis Street, LAKE WENDOUREE  VIC  3350",143.8363116,-37.55814476
1986,2027634,"3 Robyn Place, DELACOMBE  VIC  3356",143.8126304,-37.58640732
1986,2031867,"22 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8671973,-37.53525644
1986,2031868,"20 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8668222,-37.53527453
1986,2031870,"16 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8666122,-37.5355835
1986,2031871,"14 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8665029,-37.53572277
1986,2031872,"12 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8663933,-37.53586321
1986,2031873,"10 Tarawa Drive, BALLARAT NORTH  VIC  3350",143.8662836,-37.53600363
1986,2031480,"23 Eucalyptus Drive, INVERMAY  VIC  3352",143.8787183,-37.51959889
1986,2031505,"13 Sykes Avenue, MOUNT PLEASANT  VIC  3350",143.8527421,-37.58446038
1986,2031520,"60 Coads Lane, SCOTCHMANS LEAD  VIC  3352",143.8505201,-37.67326546
1986,2031844,"3 Talgarno Court, MOUNT PLEASANT  VIC  3350",143.856921,-37.58366556
1986,2031846,"7 Talgarno Court, MOUNT PLEASANT  VIC  3350",143.8562543,-37.58355583
1986,2027251,"7 Ring Road, ALFREDTON  VIC  3350",143.7972502,-37.54509223
1986,2027469,"2/520 Ripon Street South, REDAN  VIC  3350",143.8386156,-37.57240172
1986,2027470,"1/520 Ripon Street South, REDAN  VIC  3350",143.8388485,-37.57239993
1986,2027496,"316 Ripon Street South, BALLARAT CENTRAL  VIC  3350",143.8395805,-37.56783525
1986,2027530,"9 Ritchie Street, BROWN HILL  VIC  3350",143.8981817,-37.55630928
1986,2027531,"11 Ritchie Street, BROWN HILL  VIC  3350",143.8981633,-37.55617922
1986,2031379,"533 Sutton Street, SEBASTOPOL  VIC  3356",143.8273072,-37.58368319
1986,2031380,"535 Sutton Street, SEBASTOPOL  VIC  3356",143.8272802,-37.58383051
1986,2031387,"543 Sutton Street, SEBASTOPOL  VIC  3356",143.8271478,-37.58445377
1986,2027177,"616 Richards Street, CANADIAN  VIC  3350",143.8852199,-37.58285306
1986,2027250,"5 Ring Road, ALFREDTON  VIC  3350",143.7971782,-37.54525591
1986,2031367,"511 Sutton Street, SEBASTOPOL  VIC  3356",143.8276004,-37.5820664
1986,2031368,"513 Sutton Street, SEBASTOPOL  VIC  3356",143.8275738,-37.5822139
1986,2031369,"515 Sutton Street, SEBASTOPOL  VIC  3356",143.8275473,-37.58236107
1986,2031370,"517 Sutton Street, SEBASTOPOL  VIC  3356",143.8275208,-37.58250824
1986,2031371,"519 Sutton Street, SEBASTOPOL  VIC  3356",143.8274943,-37.58265542
1986,2031378,"531 Sutton Street, SEBASTOPOL  VIC  3356",143.8273342,-37.58353654
1986,2026947,"2 Raymond Crescent, BROWN HILL  VIC  3350",143.9031808,-37.55261382
1986,2032137,"203 Tinworth Avenue, MOUNT CLEAR  VIC  3350",143.865194,-37.59384367
1986,2032197,"5 Towong Street, ALFREDTON  VIC  3350",143.8075259,-37.55539883
1986,2032418,"96 Trunk Lead Road, BUNKERS HILL  VIC  3352",143.7321158,-37.56883731
1986,2031359,"501 Sutton Street, SEBASTOPOL  VIC  3356",143.8277328,-37.58133128
1986,2031366,"509 Sutton Street, SEBASTOPOL  VIC  3356",143.827627,-37.58191869
1986,2026538,"28 Prospect Drive, BUNKERS HILL  VIC  3352",143.7596997,-37.56692317
1986,2026547,"13A Pryor Street, MOUNT PLEASANT  VIC  3350",143.8523916,-37.58057662
1986,2026609,"30 Queen Street, SEBASTOPOL  VIC  3356",143.8367194,-37.60882504
1986,2026674,"15 Queen Street North, BALLARAT EAST  VIC  3350",143.8750887,-37.55581199
1986,2026921,"108 Rathkeale Avenue, MOUNT HELEN  VIC  3350",143.8754478,-37.62702614
1986,2026946,"4 Raymond Crescent, BROWN HILL  VIC  3350",143.9033266,-37.55276391
1986,2014621,"43 Hendersons Lane, BUNINYONG  VIC  3357",143.8902015,-37.63888765
1986,2014709,"108 Herriott Street, BUNINYONG  VIC  3357",143.8887392,-37.65595448
1986,2014775,"110 Hertford Street, SEBASTOPOL  VIC  3356",143.8277155,-37.58664285
1986,2014838,"120 Hickman Street, BALLARAT CENTRAL  VIC  3350",143.8529789,-37.57163793
1986,2014985,"19 Hillcrest Road, NERRINA  VIC  3350",143.892952,-37.54809465
1986,2015049,"164 Hillview Road, BROWN HILL  VIC  3350",143.9281191,-37.54171642
1986,2014564,"106 Hedrick Street, BUNINYONG  VIC  3357",143.8809887,-37.65550857
1986,2014570,"4 Hedrick Street, BUNINYONG  VIC  3357",143.8837292,-37.65609091
1986,2014571,"2 Hedrick Street, BUNINYONG  VIC  3357",143.8839494,-37.65613946
1986,2014595,"308 Heinz Lane, INVERMAY PARK  VIC  3350",143.8599443,-37.52852903
1986,2014618,"55 Hendersons Lane, BUNINYONG  VIC  3357",143.8907722,-37.6382738
1986,2014620,"71 Hendersons Lane, BUNINYONG  VIC  3357",143.8922653,-37.63805433
1986,2014272,"1217 Havelock Street, BALLARAT NORTH  VIC  3350",143.8670983,-37.53468099
1986,2014405,"107 Hayes Drive, SMYTHES CREEK  VIC  3351",143.7628411,-37.58859537
1986,2014408,"155 Hayes Drive, SMYTHES CREEK  VIC  3351",143.7628711,-37.59297175
1986,2014517,"27 Heales Street, MOUNT PLEASANT  VIC  3350",143.8551777,-37.58029922
1986,2014527,"8 Heales Street, MOUNT PLEASANT  VIC  3350",143.854937,-37.57956641
1986,2014563,"108 Hedrick Street, BUNINYONG  VIC  3357",143.8807579,-37.65545917
1986,2013819,"2 Hale Avenue, MOUNT CLEAR  VIC  3350",143.8654935,-37.5997099
1986,2013879,"7 Handford Court, INVERMAY  VIC  3352",143.8686824,-37.51578261
1986,2013880,"8 Handford Court, INVERMAY  VIC  3352",143.868577,-37.51657475
1986,2013923,"5 Harding Grove, CARDIGAN VILLAGE  VIC  3352",143.7063323,-37.51446649
1986,2013932,"25 Harding Grove, CARDIGAN VILLAGE  VIC  3352",143.7067023,-37.51247162
1986,2013998,"13 Harold Street, WENDOUREE  VIC  3355",143.831484,-37.53073339
1986,2013657,"19 Griffeys Lane, MOUNT HELEN  VIC  3350",143.9089849,-37.62517751
1986,2013722,"13 Hafey Court, EUREKA  VIC  3350",143.8835431,-37.56696778
1986,2013726,"6 Hafey Court, EUREKA  VIC  3350",143.8844537,-37.56694993
1986,2013731,"405 Haines Street, BLACK HILL  VIC  3350",143.8834635,-37.54981905
1986,2013806,"21 Hale Avenue, MOUNT CLEAR  VIC  3350",143.8637162,-37.60036728
1986,2013807,"23 Hale Avenue, MOUNT CLEAR  VIC  3350",143.8635111,-37.60038662
1986,2013017,"224 Greenhalghs Road, DELACOMBE  VIC  3356",143.811998,-37.58478014
1986,2013026,"206 Greenhalghs Road, DELACOMBE  VIC  3356",143.8141714,-37.58503727
1986,2013058,"58 Greenhill Road, MOUNT HELEN  VIC  3350",143.8817456,-37.61737885
1986,2013389,"10 Gregory Street, BLACK HILL  VIC  3350",143.8686846,-37.54625965
1986,2013616,"1/1118 Grevillea Road, WENDOUREE  VIC  3355",143.8310016,-37.52736249
1986,2013617,"2/1118 Grevillea Road, WENDOUREE  VIC  3355",143.8310612,-37.52719641
1986,2012675,"211 Grant Street, GOLDEN POINT  VIC  3350",143.8616294,-37.56881422
1986,2012678,"217 Grant Street, GOLDEN POINT  VIC  3350",143.8620591,-37.56902525
1986,2012971,"209 Greenhalghs Road, DELACOMBE  VIC  3356",143.8132986,-37.58557087
1986,2012995,"790 Greenhalghs Road, BUNKERS HILL  VIC  3352",143.7566025,-37.57750042
1986,2013002,"867 Greenhalghs Road, BUNKERS HILL  VIC  3352",143.7466722,-37.57853529
1986,2013016,"226 Greenhalghs Road, DELACOMBE  VIC  3356",143.811774,-37.58475371
1986,2012275,"47 Glendenning Street, CANADIAN  VIC  3350",143.8772275,-37.57418598
1986,2012320,"3/1 Glenvale Road, MOUNT CLEAR  VIC  3350",143.8673148,-37.59681915
1986,2012321,"2/1 Glenvale Road, MOUNT CLEAR  VIC  3350",143.8672626,-37.59668199
1986,2012322,"1/1 Glenvale Road, MOUNT CLEAR  VIC  3350",143.8672531,-37.59654344
1986,2012323,"3 Glenvale Road, MOUNT CLEAR  VIC  3350",143.8670353,-37.59669718
1986,2012511,"31 Grana Drive, DELACOMBE  VIC  3356",143.8196293,-37.58719062
1986,2011720,"2/60 Gent Street, BALLARAT EAST  VIC  3350",143.88136,-37.55900002
1986,2011721,"1/60 Gent Street, BALLARAT EAST  VIC  3350",143.8812446,-37.55902058
1986,2012010,"464 Gillies Street North, WENDOUREE  VIC  3355",143.8249099,-37.52724869
1986,2012026,"1/430 Gillies Street North, WENDOUREE  VIC  3355",143.8243901,-37.52952887
1986,2012234,"31 Glazebrook Street, BALLARAT EAST  VIC  3350",143.8794896,-37.56149378
1986,2012270,"9 Glendenning Street, CANADIAN  VIC  3350",143.8745834,-37.57191048
1986,2011270,"321 Fussell Street, BALLARAT EAST  VIC  3350",143.893225,-37.57320258
1986,2011282,"420-432 Fussell Street, CANADIAN  VIC  3350",143.8904274,-37.57623487
1986,2011300,"308 Fussell Street, BALLARAT EAST  VIC  3350",143.8922024,-37.57187965
1986,2011320,"7 Gale Street, CANADIAN  VIC  3350",143.8753574,-37.58057818
1986,2011347,"101-103 Gear Avenue, MOUNT HELEN  VIC  3350",143.8964918,-37.63111425
1986,2011410,"923 Geelong Road, CANADIAN  VIC  3350",143.8678512,-37.59170665
1986,2010651,"11 Fisken Road, MOUNT HELEN  VIC  3350",143.9021,-37.63527984
1986,2010693,"904 Fisken Street, BUNINYONG  VIC  3357",143.8898427,-37.65584025
1986,2010703,"5 Fleur Court, DELACOMBE  VIC  3356",143.8147113,-37.58390851
1986,2010704,"4 Fleur Court, DELACOMBE  VIC  3356",143.8150177,-37.58396615
1986,2010713,"13 Flockhart Street, MOUNT PLEASANT  VIC  3350",143.8547643,-37.58316747
1986,2010714,"15 Flockhart Street, MOUNT PLEASANT  VIC  3350",143.8547381,-37.58331523
1986,2038455,"2 Chisholmes Road, CARDIGAN  VIC  3352",143.7248354,-37.52345609
1986,2039285,"124 Finlay Street, BROWN HILL  VIC  3350",143.9065536,-37.55609044
1986,2010322,"9/405-407 Eyre Street, BUNINYONG  VIC  3357",143.8837238,-37.64809172
1986,2010492,"8 Fernbanks Court, BALLARAT NORTH  VIC  3350",143.8714683,-37.54479308
1986,2010564,"479 Finchs Road, BUNKERS HILL  VIC  3352",143.7562308,-37.57323062
1986,2010616,"293 Finns Road, SCOTSBURN  VIC  3352",143.9172922,-37.69580127
1986,2010239,"2/1014 Eyre Street, BALLARAT CENTRAL  VIC  3350",143.8388255,-37.56383186
1986,2010240,"1/1014 Eyre Street, BALLARAT CENTRAL  VIC  3350",143.8388126,-37.5639288
1986,2038276,"14 Parker Street, MINERS REST  VIC  3352",143.8028666,-37.47889503
1986,2038352,"3 Nelson Street, MINERS REST  VIC  3352",143.8033753,-37.48974177
1986,2009867,"825 Eureka Street, BALLARAT EAST  VIC  3350",143.8966606,-37.56752445
1986,2009937,"514 Eureka Street, EUREKA  VIC  3350",143.8842536,-37.56632041
1986,2010043,"1/19 Eustace Street, WENDOUREE  VIC  3355",143.8285994,-37.52586267
1986,2010237,"4/1014 Eyre Street, BALLARAT CENTRAL  VIC  3350",143.8387787,-37.56364386
1986,2010238,"3/1014 Eyre Street, BALLARAT CENTRAL  VIC  3350",143.8388906,-37.56365687
1986,2037779,"308 Edmonston Road, ADDINGTON  VIC  3352",143.6640331,-37.40351711
1986,2038001,"410 High Street, LEARMONTH  VIC  3352",143.715052,-37.42087709
1986,2038041,"103 Church Street, LEARMONTH  VIC  3352",143.7197548,-37.42369379
1986,2038047,"102-104 Church Street, LEARMONTH  VIC  3352",143.7199853,-37.424423
1986,2038049,"108 Church Street, LEARMONTH  VIC  3352",143.7203107,-37.42403623
1986,2038061,"1-5 McKay Street, LEARMONTH  VIC  3352",143.7133885,-37.42344887
1986,2009357,"315 Elsworth Street West, MOUNT PLEASANT  VIC  3350",143.8557758,-37.58227001
1986,2037443,"158 Bo Peep Road, BURRUMBEET  VIC  3352",143.6728173,-37.51122112
1986,2037528,"4 Schwarz Road, BALD HILLS  VIC  3364",143.8436948,-37.43481199
1986,2037650,"54 Howe Street, MINERS REST  VIC  3352",143.8064362,-37.49945766
1986,2037651,"56 Howe Street, MINERS REST  VIC  3352",143.8064462,-37.49924741
1986,2037689,"143 Sharpes Road, MINERS REST  VIC  3352",143.8200318,-37.48254619
1986,2009216,"16 Elinand Street, WENDOUREE  VIC  3355",143.8317496,-37.52219384
1986,2009271,"5-6 Ellerslie Drive, BALLARAT NORTH  VIC  3350",143.8739052,-37.54018122
1986,2009272,"4 Ellerslie Drive, BALLARAT NORTH  VIC  3350",143.8737383,-37.54048629
1986,2009349,"219 Elsworth Street West, MOUNT PLEASANT  VIC  3350",143.8579251,-37.58235878
1986,2009352,"305 Elsworth Street West, MOUNT PLEASANT  VIC  3350",143.8567599,-37.58218934
1986,2009354,"309 Elsworth Street West, MOUNT PLEASANT  VIC  3350",143.8563785,-37.58218008
1986,2009031,"125 Edwards Street, SEBASTOPOL  VIC  3356",143.8349962,-37.60803578
1986,2009081,"70 Edwards Street, SEBASTOPOL  VIC  3356",143.8356121,-37.60201743
1986,2009086,"60 Edwards Street, SEBASTOPOL  VIC  3356",143.8355338,-37.60114626
1986,2009089,"54 Edwards Street, SEBASTOPOL  VIC  3356",143.8357511,-37.60002286
1986,2009131,"11 Elaine Avenue, ALFREDTON  VIC  3350",143.7989054,-37.55218796
